,Unnamed: 0,id_tweet,isFavorable,id_politico,text,time,nome_principal,twitter,classe politica,nome_partido,estado,regiao,Id_politico,nome_semacento
1511,1511,34003,1,474,"@Inconfidenciami 1. Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 17:21:48,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1512,1512,34005,1,474,"@KimMari04806483 1. Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 17:19:32,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1513,1513,34008,1,474,"@PauloTNMaga 1. Paulo, tudo bem? Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 17:04:13,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1514,1514,34010,1,474,"@fabiolemehotma1 1.  Oi, Fabio, tudo bem? Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 17:00:33,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1515,1515,34012,1,474,"@Danusapf 1. Olá, Danusa, tudo bem? Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 16:58:59,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1516,1516,34014,1,474,"@RogerLandmark1 1. Oi, Rogério! Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 16:57:01,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1517,1517,34021,1,500,"Com relação à previdência rural, vale ressaltar: um dos grandes problemas era o número de fraudes. Isso porque o beneficiário tinha que se declarar perante um Sindicato. Agora, vai ser na prefeitura.... Isso deve inibir bastante fraude e reduzir o déficit! #reformadaprevidencia",2019-03-20 17:01:21,VINICIUS POIT,viniciuspoit,deputado federal,NOVO,SÃO PAULO,SUDESTE,366,VINICIUS POIT
1518,1518,34023,1,5,"Bom dia! Amanhã, a partir das 9h, os parlamentares do @partidonovo30, alguns especialistas e eu vamos responder sobre questões relativas à reforma da Previdência, no… https://t.co/fJHgFoiSsH",2019-03-21 11:02:32,ADRIANA VENTURA,adrianasounovo,deputado federal,NOVO,SÃO PAULO,SUDESTE,1,ADRIANA VENTURA
1519,1519,34028,-1,8,"Povo brasileiro entendeu, a reforma da previdência acaba a aposentadoria e privatiza o sistema com o regime capitalização. Aí, a popularidade de Bolsonaro despencou. https://t.co/XUbaoUZV0X",2019-03-20 21:38:04,AFONSO FLORENCE,AfonsoFlorence,deputado federal,PT,BAHIA,NORDESTE,2,AFONSO FLORENCE
1520,1520,34048,-1,19,Participamos hoje do lançamento da Frente Parlamentar em Defesa da Previdência. A proposta de Bolsonaro é cruel com o trabalhador e não combate privilégios. Precisamos reduzir as desigualdades em nosso país! https://t.co/uR0EmQAAKM,2019-03-20 18:03:59,ALESSANDRO MOLON,alessandromolon,deputado federal,PSB,RIO DE JANEIRO,SUDESTE,7,ALESSANDRO MOLON
1521,1521,34061,1,26,"Pessoal!
nesta sexta!

Participe enviando sua dúvida com a hashtag #PergunteSobrePrevidência https://t.co/1pO3hUKQei",2019-03-20 20:01:46,ALEXIS FONTEYNE,alexisfonteyne,deputado federal,NOVO,SÃO PAULO,SUDESTE,14,ALEXIS FONTEYNE
1522,1522,34069,-1,27,"Sexta-feira será dia de luta e resistência em defesa da previdência social. Em Salvador, teremos ato, às 9h, com concentração na Rótula do Abacaxi.
Vamos tomar as ruas e resistir!!!

DIGA NÃO À REFORMA DE BOLSONARO https://t.co/QP6us4d0RZ",2019-03-20 18:30:52,ALICE PORTUGAL,Alice_Portugal,deputado federal,PCDOB,BAHIA,NORDESTE,15,ALICE PORTUGAL
1523,1523,34085,-1,47,"Um dos pontos mais cruéis da proposta da reforma da previdência de Bolsonaro é a CAPITALIZAÇÃO. Você sabe o que é isso?
Esse vídeo explica como funciona e a tragédia que vai provocar na sua vida, se for aprovada. https://t.co/FS0ahSkvQM",2019-03-21 11:09:16,ASSIS CARVALHO,assis_carvalho,deputado federal,PT,PIAUÍ,NORDESTE,31,ASSIS CARVALHO
1524,1524,34086,-1,47,Vamos derrotar essa reforma da Previdência de Bolsonaro que quer que os brasileiros trabalhem até morrer e morram se aposentar. https://t.co/BZa85WOjXM,2019-03-20 20:39:31,ASSIS CARVALHO,assis_carvalho,deputado federal,PT,PIAUÍ,NORDESTE,31,ASSIS CARVALHO
1525,1525,34135,0,53,Calculadora da Previdência mostra como a reforma afeta servidores https://t.co/vChP6VXP4P,2019-03-20 20:07:00,BACELAR,deputadobacelar,deputado federal,PODEMOS,BAHIA,NORDESTE,34,BACELAR
1526,1526,34136,-1,55,"Amanhã, em todo o país, participe do ato nacional contra a Reforma da Previdência! RIO DE JANEIRO: da Candelária à Central a partir das 16h. Participe!#ReformaDaPrevidencia #Previdencia #DigaNãoÀReformaDaPrevidencia https://t.co/ZTyyWiqhDV",2019-03-20 22:14:16,BENEDITA DA SILVA,dasilvabenedita,deputado federal,PT,RIO DE JANEIRO,SUDESTE,36,BENEDITA DA SILVA
1527,1527,34155,0,64,"Aprovamos também a realização de Audiência Pública sobre a militarização das escolas, e Seminários regionais sobre os Institutos Federais. Por fim, tratamos sobre a realização de Audiências Públicas para tratar dos impactos da  Reforma da Previdência em relação aos professores. https://t.co/kCkAlyxdAO",2019-03-20 19:09:58,BIRA DO PINDARÉ,biradopindare,deputado federal,PSB,MARANHÃO,NORDESTE,43,BIRA DO PINDARE
1528,1528,34160,-1,66,Confirmado: para militares não há capitalização. Confirmado: reforma da Previdência não combate privilégios. Confirmado: o projeto penaliza os mais pobres. Voto NÃO!,2019-03-20 23:12:47,BOHN GASS,bohngass,deputado federal,PT,RIO GRANDE DO SUL,SUL,45,BOHN GASS
1529,1529,34164,-1,66,"No lançamento da Frente em Defesa da Previdência Social, hoje, em Brasília, o senador Jaques Wagner/PT-BA lembrou: na 1ª frente da Previdência, em 88, estavam os então deputados Lula, Olívio Dutra e Paulo Paim (hoje senador e presidente da frente). A luta da Previdência é antiga https://t.co/UZ5mWSjGjI",2019-03-20 19:30:35,BOHN GASS,bohngass,deputado federal,PT,RIO GRANDE DO SUL,SUL,45,BOHN GASS
1530,1530,34173,1,72,Todo apoio aos trabalhos da frente parlamentar mista em defesa de um modelo de previdência social solidária e contributiva https://t.co/AOn9PW0GYn,2019-03-21 02:39:38,CAMILO CAPIBERIBE,camilopsb,deputado federal,PSB,AMAPÁ,NORTE,51,CAMILO CAPIBERIBE
1531,1531,34174,-1,72,"e 70% da “economia” de mais de um trilhão de reais, prometida por Paulo Guedes, vai sair do bolso dos mais vulneráveis. Por isso nosso partido vai fechar questão contra a PEC 06 da reforma da previdência. Na foto estou expondo minha posição #ContraORetrocesso #PSB40 #FJM",2019-03-20 21:25:29,CAMILO CAPIBERIBE,camilopsb,deputado federal,PSB,AMAPÁ,NORTE,51,CAMILO CAPIBERIBE
1532,1532,34175,-1,72,Ontem o PSB promoveu um importante seminário sobre a reforma da previdência através da Fundação João Mangabeira. Nas exposições ficou muito clara a perversidade e também a falácia do combate aos privilégios: a reforma do governo Bolsonaro atinge mais duramente os mais pobres(...) https://t.co/mKSPh2N7Mu,2019-03-20 21:24:47,CAMILO CAPIBERIBE,camilopsb,deputado federal,PSB,AMAPÁ,NORTE,51,CAMILO CAPIBERIBE
1533,1533,34203,-1,85,A cada dia aumenta à oposição a tal reforma da previdência e o isolamento do governo Bolsonaro https://t.co/8zF6i7iluT,2019-03-21 11:12:15,CARLOS ZARATTINI,carloszarattini,deputado federal,PT,SÃO PAULO,SUDESTE,63,CARLOS ZARATTINI
1534,1534,34206,-1,85,"RT @ultrajano: Na reforma da previdência Bolsonaro faz como Justo Veríssimo:
‘ Eu quero que o pobre se exploda!’ https://t.co/T1Slq7YYjp",2019-03-21 11:08:10,CARLOS ZARATTINI,carloszarattini,deputado federal,PT,SÃO PAULO,SUDESTE,63,CARLOS ZARATTINI
1535,1535,34237,-1,114,"Participei na manhã de hoje, 20, do ato de lançamento da frente parlamentar mista em defesa da previdência social, e deixei o meu recado sobre a previdência que o atual governo quer aprovar. Confira no vídeo! #AReformaNãoPassará https://t.co/Hh0Q3jqNHJ",2019-03-20 20:58:39,DANIEL ALMEIDA,daniel_pcdob,deputado federal,PCDOB,BAHIA,NORDESTE,80,DANIEL ALMEIDA
1536,1536,34292,1,152,"O leilão dos aerop. não apenas arrecadou 10x a mais do que o lance mínimo,foi uma prova de que o Brasil segue firme rumo ao progresso econômico. Outro importante indicativo foi romper a barreira do 100.000pts na bolsa. Quando a Nova Previdência passar aí será + sensacional ainda!",2019-03-21 00:05:11,EDUARDO BOLSONARO,BolsonaroSP,deputado federal,PSL,SÃO PAULO,SUDESTE,107,EDUARDO BOLSONARO
1537,1537,34307,-1,168,"“Reforma da previdência é p/combater privilégios”, diz governo da Fake News. 
Em 10 anos pretende-se economizar R$ 750 bilhões c/ o fim da aposentadoria de trabalhadores urbanos e rurais. 
Sabe qual a “economia” da reforma dos militares em 10 anos? 
R$ 10 bilhões 
É só comparar!",2019-03-21 03:22:22,ERIKA KOKAY,erikakokay,deputado federal,PT,DISTRITO FEDERAL,CENTRO-OESTE,116,ERIKA KOKAY
1538,1538,34315,1,173,Começamos hoje as discussões sobre a #ReformaDaPrevidência na CCJ. Aprovamos requerimentos de audiência pública com o Ministro Paulo Guedes e alguns juristas para tratarem sobre o tema. A leitura do parecer da PEC deverá acontecer na comissão no próximo dia 27. https://t.co/6u55yXBeqN,2019-03-20 21:57:06,EXPEDITO NETTO,netto_expedito,deputado federal,PSD,RONDÔNIA,NORTE,120,EXPEDITO NETTO
1539,1539,34396,1,204,"Declaro o total apoio à intenção do Min Sérgio Moro de votar o pacote anticrime junto com a reforma da Previdência. É plenamente possível, e urgente, que as leis do país sejam atualizadas em pontos que combatam a corrupção e as organizações criminosas.",2019-03-21 00:16:09,GENERAL PETERNELLI,genpeternelli,deputado federal,PSL,SÃO PAULO,SUDESTE,143,GENERAL PETERNELLI
1540,1540,34420,1,228,"A #novaprevidência é mais justa e combate os privilégios. Todos vão contribuir. Quem ganha mais, deve pagar mais. Quem recebe menos, vai contribuir menos. https://t.co/UMHgXHfzT8",2019-03-20 19:54:42,HEITOR FREIRE,heitorfreirece,deputado federal,PSL,CEARÁ,NORDESTE,160,HEITOR FREIRE
1541,1541,34451,-1,255,"*Frustrante*

A reforma da previdência dos militares chegou a Câmara da maneira mais frustante possível. Em vez dos 100 bilhões de economia em 10 anos, vislumbra-se uma economia de 10 bilhões, e mais uma vez a conta será paga por quem ganha menos!",2019-03-21 13:18:07,JHONATAN DE JESUS,jhonatan_djesus,deputado federal,PRB,RORAIMA,NORTE,183,JHONATAN DE JESUS
1542,1542,34458,1,256,RT @CarlosBolsonaro: Um pouco sobre a Nova Previdência: https://t.co/SPCQQwsBLp,2019-03-20 23:49:10,JOÃO CAMPOS,joocamp69885238,deputado federal,PRB,GOIÁS,CENTRO-OESTE,199,JOAO CAMPOS
1543,1543,34470,1,262,"Agora a pouco, o presidente @jairbolsonaro esteve aqui na Câmara, apresentando a proposta da nova previdência para os militares. O próximo passo é encaminhar o texto para uma comissão especial, formada para analisar a proposta antes de ser encaminhada para votação no plenário. https://t.co/5NEeLgNRbg",2019-03-20 19:53:48,JOÃO ROMA,joaoromaneto,deputado federal,PRB,BAHIA,NORDESTE,200,JOAO ROMA
1544,1544,34474,1,265,O nosso governo CUMPRE A PALAVRA e está apresentando soluções para TODOS os problemas mais sensíveis da previdência atual. Não fazemos vista grossa para NADA. ENFRENTAMOS os problemas!#novaprevidência https://t.co/85nl3PVa1W,2019-03-20 21:58:35,JOICE HASSELMANN,joicehasselmann,deputado federal,PSL,SÃO PAULO,SUDESTE,186,JOICE HASSELMANN
1545,1545,34519,1,280,"Hoje chegando no Congresso Nacional com nosso Presidente Jair Bolsonaro para a entrega do texto da reforma da previdência, com a inclusão dos… https://t.co/m6i5iOX3Yt",2019-03-20 21:47:26,JULIAN LEMOS,LemosFederal,deputado federal,PSC,para,NORTE,201,JULIAN LEMOS
1546,1546,34519,1,280,"Hoje chegando no Congresso Nacional com nosso Presidente Jair Bolsonaro para a entrega do texto da reforma da previdência, com a inclusão dos… https://t.co/m6i5iOX3Yt",2019-03-20 21:47:26,JULIAN LEMOS,LemosFederal,deputado federal,PSL,PARAÍBA,NORDESTE,201,JULIAN LEMOS
1547,1547,34532,-1,301,Lançamento da Frente Parlamentar Mista em Defesa da #PrevidênciaSocial . Não podemos permitir que qualquer projeto de reforma prejudique os trabalhadores brasileiros @paulopaim @PSBNacional40 @psbnacamara https://t.co/KM1cOUXGjI,2019-03-20 18:25:48,LÍDICE DA MATA,lidicedamata,deputado federal,PSB,BAHIA,NORDESTE,234,LIDICE DA MATA
1548,1548,34544,-1,322,"Foi lançada hoje, na Câmara, a Frente Parlamentar Mista em Defesa da Previdência Social. Deputados, senadores e sociedade civil organizada estiveram juntos, em defesa da seguridade social, e contra a proposta de reforma do Bolsonaro. https://t.co/82kyEJL0iG",2019-03-20 19:45:00,LUIZA ERUNDINA,luizaerundina,deputado federal,PSOL,SÃO PAULO,SUDESTE,230,LUIZA ERUNDINA
1549,1549,34545,-1,322,"LANÇADA FRENTE PARLAMENTAR MISTA EM DEFESA DA PREVIDÊNCIA

Foi lançada hoje, na Câmara dos Deputados, a Frente Parlamentar Mista em Defesa da Previdência Social. Deputados, senadores e sociedade civil organizada... https://t.co/88zPxwnuIG",2019-03-20 19:25:41,LUIZA ERUNDINA,luizaerundina,deputado federal,PSOL,SÃO PAULO,SUDESTE,230,LUIZA ERUNDINA
1550,1550,34548,1,326,"Nesta sexta-feira, às 9:00, no meu Facebook, vamos conversar sobre a Nova Previdência.

Estarei ao vivo direto de Goiânia para tirar suas dúvidas. Espero todos lá!

https://t.co/JHA3gGsn22

#NovaPrevidencia #GovernoBolsonaro #Economia #Camaradosdeputados #DeputadoVitorHugo https://t.co/hcPgfIlrDc",2019-03-20 21:29:23,MAJOR VITOR HUGO,majorvitorhugo,deputado federal,PSL,GOIÁS,CENTRO-OESTE,235,MAJOR VITOR HUGO
1551,1551,34564,-1,339,Previdência Social Rural - Projeto substitui IOF por nova contribuição que incidirá sobre seguros https://t.co/GjvNhAwKmp,2019-03-21 03:14:29,MÁRCIO JERRY,marciojerry,deputado federal,PCDOB,MARANHÃO,NORDESTE,258,MARCIO JERRY
1552,1552,34581,-1,339,RT @FlavioDino: Reforma da Previdência: não há simetria de sacrifícios nas propostas para os trabalhadores urbanos e rurais e para os milit…,2019-03-20 21:27:13,MÁRCIO JERRY,marciojerry,deputado federal,PCDOB,MARANHÃO,NORDESTE,258,MARCIO JERRY
1553,1553,34587,-1,343,"Hoje pela manhã, em Brasília, o Deputado Marcon participou, junto do Senador @paulopaim, da instalação da Frente Parlamentar Mista em defesa da previdência: contra o fim da aposentadoria do povo trabalhador, como quer Bolsonaro com essa proposta covarde de reforma. https://t.co/kCsZgpOwN2",2019-03-20 20:47:53,MARCON,depmarcon,deputado federal,PT,RIO GRANDE DO SUL,SUL,245,MARCON
1554,1554,34588,-1,343,"A reforma da previdência que querem pros outros eles não querem pra si: procurador Carlos Lima acaba de se aposentar com 55 anos de idade e 24 de trabalho no MPF. Em entrevista, ele confessou que a condução coercitiva de Lula visou desconstruir sua imagem. https://t.co/NvgpQTkHhi",2019-03-20 18:30:02,MARCON,depmarcon,deputado federal,PT,RIO GRANDE DO SUL,SUL,245,MARCON
1555,1555,34596,-1,347,Esta reforma da previdência não nos interessa. Ela beneficia apenas o mercado financeiro. O mundo já provou que o sistema de capitalização não funciona. Queremos uma previdência pública e que fortaleça a Constituição Cidadã e o pacto social. https://t.co/MoI8bqHMLK,2019-03-20 22:00:01,MARGARIDA SALOMÃO,jfmargarida,deputado federal,PT,MINAS GERAIS,SUDESTE,248,MARGARIDA SALOMAO
1556,1556,34598,-1,347,"LADEIRA ABAIXO
O que é uma tarefa difícil, aprovar a reforma da previdência, ficará mais ainda. Os deputados não vão querer votar a favor de algo impopular defendido por um governo impopular, liderado por um presidente sem compostura no cargo.

https://t.co/yunsk8KIke",2019-03-20 20:13:32,MARGARIDA SALOMÃO,jfmargarida,deputado federal,PT,MINAS GERAIS,SUDESTE,248,MARGARIDA SALOMAO
1557,1557,34625,-1,366,"Protocolamos um ofício ao ministro da Economia, Paulo Guedes, para q ele informe os cálculos q projetam a economia de mais de R$ 1 trilhão com a aprovação da reforma da previdência do atual governo. Este pedido é parte de nossas atribuições de fiscalização e cobraremos resposta. https://t.co/VrWirQJhPg",2019-03-20 18:12:21,NATÁLIA BONAVIDES,natbonavides,deputado federal,PT,RIO GRANDE DO NORTE,NORDESTE,263,NATALIA BONAVIDES
1558,1558,34626,-1,368,"Proposta de reforma da previdência dos militares das forças armadas encaminhada por Bolsonaro prevê em dez anos uma economia de 10 bi. Para o regime geral e assistência a economia é de 850 bi, de um total de 1.1 trilhão. A conta do ajuste fica para trabalhadores e os pobres!",2019-03-20 21:22:44,NELSON PELLEGRINO,nelsonpelegrino,deputado federal,PT,BAHIA,NORDESTE,264,NELSON PELLEGRINO
1559,1559,34656,-1,391,Essa questão é crucial. A reforma da previdência é contra os pobres. https://t.co/VtqIilWetW,2019-03-20 23:40:23,PAULÃO,paulaodopt,deputado federal,PT,ALAGOAS,NORDESTE,290,PAULAO
1560,1560,34657,-1,391,RT @zehdeabreu: A Reforma da  Previdencia dos militares iria economizar 93 bilhões em 10 anos. Mas a restruturação da carreira militar vai…,2019-03-20 23:38:23,PAULÃO,paulaodopt,deputado federal,PT,ALAGOAS,NORDESTE,290,PAULAO
1561,1561,34658,-1,391,"RT @UOLNoticias: Mudança na Previdência prejudicará mais pobres, dizem servidores https://t.co/UrrQtl0oAf",2019-03-20 23:37:34,PAULÃO,paulaodopt,deputado federal,PT,ALAGOAS,NORDESTE,290,PAULAO
1562,1562,34674,1,397,"Saindo agora da Câmara bem frustrado. Começamos o dia c a expectativa da entrega do texto dos Militares, depois de um início de semana c ótimas reuniões com o governo em prol da Nova Previdência. E acabamos o dia c esse texto. Agora é recomeçar, pois temos uma Reforma p aprovar!",2019-03-21 01:58:40,PAULO GANIME,pauloganime,deputado federal,NOVO,RIO DE JANEIRO,SUDESTE,284,PAULO GANIME
1563,1563,34682,1,397,"Continuaremos apoiando a Nova Previdência, mas trabalharemos para que ela seja uma Nova Previdência para todos.",2019-03-20 21:59:11,PAULO GANIME,pauloganime,deputado federal,NOVO,RIO DE JANEIRO,SUDESTE,284,PAULO GANIME
1564,1564,34694,-1,400,"Contra PEC do governo, parlamentares recriam frente pró-Previdência

Trinta senadores e noventa deputados assinaram o texto até agora, além de mais de 100 entidades de classes

https://t.co/cWEPfiKzKB via @cartacapital",2019-03-20 19:00:19,PAULO PIMENTA,DeputadoFederal,deputado federal,PT,RIO GRANDE DO SUL,SUL,288,PAULO PIMENTA
1565,1565,34695,-1,402,O que o governo mandou foi um plano de carreira para os militares e não um plano de reforma da previdência para os militares.,2019-03-21 01:25:40,PAULO TEIXEIRA,pauloteixeira13,deputado federal,PT,SÃO PAULO,SUDESTE,289,PAULO TEIXEIRA
1566,1566,34697,-1,402,"Bolsonaro despenca na pesquisa. O mito se desfaz em pouco tempo. Não podemos deixar que ele retire a sua previdência, privatize o patrimônio público e ataque a nossa soberania. https://t.co/zn0JZPAkQ0",2019-03-20 21:21:24,PAULO TEIXEIRA,pauloteixeira13,deputado federal,PT,SÃO PAULO,SUDESTE,289,PAULO TEIXEIRA
1567,1567,34700,-1,408,RT @PTnaCamara: Trabalhadores e parlamentares acusam Bolsonaro de tentar destruir Previdência em benefício do setor privado https://t.co/iL…,2019-03-20 21:34:36,PEDRO UCZAI,uczai,deputado federal,PT,SANTA CATARINA,SUL,296,PEDRO UCZAI
1568,1568,34712,-1,413,"A Ref.da Previdência dos militares prevê uma economia de 94 bi com uma compensação de 84 bi, sobram só 10 bi em 10 anos. Isso equivale a 30% de um ano de bolsa família. “A montanha pariu um rato”. Tá aí a prova q a reforma é pra castigar quem recebe BPC e Sal.Salário. Tiro no pé.",2019-03-21 00:09:51,POMPEO DE MATTOS,PompeodeMattos,deputado federal,PDT,RIO GRANDE DO SUL,SUL,302,POMPEO DE MATTOS
1569,1569,34718,1,418,"A CCJ aprovou nosso requerimento e com isso realizará audiência pública na próxima terça-feira, 26, para discutir todos os pontos da Reforma da Previdência com a presença do ministro da Economia, Paulo Guedes, e do Secretário da Previdência, Rogério Marinho.",2019-03-20 19:53:29,PROFESSOR LUIZÃO GOULART,luizaogoulart,deputado federal,PRB,PARANÁ,SUL,308,PROFESSOR LUIZAO GOULART
1570,1570,34719,1,419,"Ontem, 20 de março, acompanhei o nosso Presidente @jairbolsonaro na entrega da proposta da Reforma da Previdência para militares. Com certeza, a Reforma será um marco em nossa trajetória e o nosso capitão, corajoso, consciente e patriota será o protagonista dessa nova história. https://t.co/PlZ3USav56",2019-03-21 13:14:31,PROFESSORA DAYANE PIMENTEL,deppimentel,deputado federal,PSL,BAHIA,NORDESTE,310,PROFESSORA DAYANE PIMENTEL
1571,1571,34722,-1,422,"Você sabia que os professores serão os mais prejudicados com a reforma da Previdência? 
 @PTnaCamara @ptbrasil @ptmtoficial @MulheresPT https://t.co/40wCMoDqZo",2019-03-20 23:26:09,PROFESSORA ROSA NEIDE,prof_rosaneide,deputado federal,PT,MATO GROSSO,CENTRO-OESTE,312,PROFESSORA ROSA NEIDE
1572,1572,34743,-1,440,"RT @Danielhrs: Economia líquida da reforma dos militares em 10 anos: R$ 10 Bi 
Déficit da previdência dos militares APENAS em 2018: R$ 43 b…",2019-03-21 12:21:50,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1573,1573,34745,-1,440,"RT @joaoamoedonovo: A reforma militar ficou muito aquém do esperado,compensando a redução previdenciária de R$97bi,com aumento de benefício…",2019-03-21 03:46:37,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1574,1574,34748,-1,440,"RT @KennedyAlencar: Se governo pretende economizar 1 tri em 10 anos com reforma da Previdência, sacrifício dos militares equivale a 1%. É i…",2019-03-21 03:36:01,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1575,1575,34749,-1,440,RT @UOLPolitica: Economia com Previdência de militares será de apenas 1% da reforma de civis https://t.co/cNKJ9Sw0HC,2019-03-21 03:35:28,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1576,1576,34754,-1,440,"RT @RudaMoreira: #Previdência | GOVERNO DETALHA PROJETO QUE MUDA APOSENTADORIA DOS MILITARES

O tempo mínimo de serviço subiu de 30 para 35…",2019-03-21 03:33:53,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1577,1577,34760,-1,440,"RT @tcarran: PL do militares: Economia líquida esperada em 10 anos (reforma da Previdência - reestruturação das carreiras) é de R$ 10,45 bi…",2019-03-21 03:27:45,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1578,1578,34762,-1,440,"RT @Fenafisco: A proposta de reforma da previdência do governo atinge 35 milhões de pessoas que ganham até 3 salários mínimos, mostra estud…",2019-03-21 03:23:04,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1579,1579,34765,-1,440,"RT @Danielhrs: Como não fazer uma reforma da previdência:
i) Diga q é para todos;
ii) Proteja os seus.
FIM",2019-03-21 01:09:29,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1580,1580,34767,-1,440,RT @eduardomoreira: A bolsa caiu porque a reforma da previdência começou a azedar. Significa que a margem de lucro das empresas será menor.…,2019-03-20 21:43:27,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1581,1581,34771,-1,440,"RT @Danielhrs: Reforma da previdência dos militares: economia de R$ 97,3 bi 
Compensação para militares: R$ 86,85
É oficial: a corporação d…",2019-03-20 21:42:01,RODRIGO COELHO,coelho_rodrigo,deputado federal,PSB,SANTA CATARINA,SUL,325,RODRIGO COELHO
1582,1582,34775,0,442,"Recebemos hoje do presidente da República @jairbolsonaro, do ministro da Economia, Paulo Guedes, e da Defesa, Fernando Azevedo, o projeto da reforma da Previdência dos militares. https://t.co/LK13KsQEki",2019-03-20 21:18:18,RODRIGO MAIA,rodrigomaia,deputado federal,DEM,RIO DE JANEIRO,SUDESTE,327,RODRIGO MAIA
1583,1583,34778,-1,443,"O tombo de Bolsonaro no Iboje repercute fortemente na Câmara. Isso tem a ver com o projeto de reforma da Previdência, mas também com o “conjunto da obra. Explico neste vídeo gravado no plenário aqui em Brasília.
#ReajaOuSuaPrevidênciaAcaba #SomosResistência https://t.co/KAM9C9JqRP",2019-03-20 21:01:09,ROGÉRIO CORREIA,rogeriocorreia_,deputado federal,PT,MINAS GERAIS,SUDESTE,328,ROGERIO CORREIA
1584,1584,34784,-1,450,"O governo anuncia um acordo com os militares e apresenta a sua proposta de reforma da Previdência.
Mas e o diálogo com os trabalhadores rurais, com as professoras, com a juventude, com as mulheres esse não tem?
Um absurdo!",2019-03-20 19:52:21,RUBENS OTONI,rubensotoni,deputado federal,PT,GOIÁS,CENTRO-OESTE,332,RUBENS OTONI
1585,1585,34791,-1,454,"Da economia de mais de 1 trilhão que o governo quer fazer com a reforma da previdência, quase 800 bilhões virão de cortes da aposentadoria de trabalhadores da iniciativa privada e da economia rural. São esses os privilégios que Bolsonaro quer combater? https://t.co/TYbIt3Bxo4",2019-03-21 01:04:47,SÂMIA BOMFIM,samiabomfim,deputado federal,PSOL,SÃO PAULO,SUDESTE,346,SAMIA BOMFIM
1586,1586,34821,1,474,"@Danielhrs @erotesismo @tecomedina @ArthurLulaM 1. Olá, pessoal! Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 21:52:40,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
1587,1587,34823,1,474,"@MarcosVercetti @grgmarques 1. Olá! Como venho dizendo desde a campanha, entendo a necessidade e urgência de uma reforma da previdência, e trabalharei por uma reforma justa e que acabe com os privilégios hoje vigentes.",2019-03-20 18:44:16,TABATA AMARAL,tabataamaralsp,deputado federal,PDT,SÃO PAULO,SUDESTE,349,TABATA AMARAL
